Front	Back	Tags
"Subject System Topic A 16-year-old boy is brought to the clinic by his parents due to persistent,
A. Avascular necrosis of the femoral head B. Contracture of the capital femoral epiphysis C. Displacement of the epiphysis of the femoral head D. Fracture through the proximal femoral growth plate E. Inflammatory destruction of the femoral metaphysis Pelvic X-ray shows contracture of the capital femoral epiphysis. Choice D: Fracture through the proximal femoral growth plate refers to an acute, traumatic physeal injury, typically resulting from significant force or trauma, such as falls from a height or motor vehicle collisions. These Salter-Harris fractures are characterized by sudden onset of pain, swelling, and inability to bear weight, and they usually show irregular fracture lines or displacement depending on the Salter-Harris type. However, this patient’s presentation is subacute and progressive over weeks, with no reported trauma and gradual worsening of gait and range of motion. The chronic course and lack of acute injury make an isolated physeal fracture unlikely. Choice E: Inflammatory destruction of the femoral metaphysis suggests an infectious or autoimmune process such as osteomyelitis or juvenile idiopathic arthritis. Osteomyelitis typically presents with localized bone pain, systemic signs like fever or elevated inflammatory markers, and imaging changes such as metaphyseal lucency or periosteal elevation. Juvenile idiopathic arthritis can involve chronic joint swelling and stiffness, often with systemic features or joint effusions. This patient lacks fever, systemic symptoms, joint swelling, or lab evidence of inflammation, and the imaging shows a slipped epiphysis rather than metaphyseal destruction. These features are inconsistent with an inflammatory etiology. Bottom line: SCFE is the answer on USMLE for an overweight, preadolescent boy (10-13) with a painful limp. X-ray shows ice cream falling off the cone. Pathophysiol Musculoskeletal (Congenital and No ogy developmental anomalies) ne"	"B. Contracture of the capital femoral epiphysis

intermittent left-sided chest pain for the past 4 days"	General
"likely diagnosis? ray findings showing patchy infiltrates and positive cold agglutinins or PCR. The absence of fever, cough, crackles, or imaging findings makes this diagnosis unlikely in this patient. Additionally, the clear auscultation and normal labs argue against infection. Therefore, atypical pneumonia is unlikely in this healthy, afebrile, and non-coughing athlete with localized chest tenderness. Choice C: GERD can cause non-cardiac chest pain that may mimic angina, especially if it occurs postprandially or when lying down. It is often described as burning, retrosternal, and sometimes associated with regurgitation or a sour taste. Pain in GERD is not typically reproducible with palpation and doesn’t change with physical activity. Risk factors include obesity, dietary triggers, and hiatal hernia. Diagnosis is clinical, and trials of PPIs are both diagnostic and therapeutic. However, this patient has no symptoms suggestive of reflux, and his pain is clearly mechanical and localized to specific costosternal joints. Thus, GERD does not explain the presentation. Choice D: Myocarditis usually follows a viral illness and can present with fatigue, chest pain, palpitations, or heart failure symptoms. Chest pain is typically constant, may mimic pericarditis, and is not reproducible with palpation. ECG may show ST changes, and troponins can be elevated. Echo might reveal decreased ejection fraction or regional wall motion abnormalities. This patient has no preceding viral illness, cardiac symptoms, ECG or lab abnormalities. His pain is positional and localized to the chest wall, not diffuse or pressure-like. Hence, myocarditis is not a likely diagnosis in this case.
A. Atypical pneumonia Choice E: Pericarditis presents with pleuritic chest pain that is relieved by sitting forward and worsened by lying flat. It may follow a viral illness and is often associated with fever, pericardial rub, and ECG changes (diffuse ST elevations and PR depressions). Effusion might be seen on echocardiography. However, the chest pain is typically retrosternal and B. Costochondritis non-localized. The key differentiator here is palpation: pericarditis pain is not reproducible with palpation. This patient has no viral prodrome, no ECG abnormalities, and a localized, reproducible pain pattern. Therefore, pericarditis is ruled out. C. Gastroesophageal reflux disease Bottom line: D. Myocarditis Costochondritis presents with localized, sharp chest pain worsened by movement and palpation. It is a benign, self-limited condition often seen in adolescents and athletes. Reproducibility of pain on exam helps distinguish it from cardiac, pulmonary, and GI causes. E. Pericarditis Pathophysiology Musculoskeletal (Tissue responses) None Subject System Topic"	"B. Costochondritis non-localized. The key differentiator here is palpation: pericarditis pain is not reproducible with palpation. This patient has no viral prodrome, no ECG abnormalities, and a localized, reproducible pain pattern. Therefore, pericarditis is ruled out.

A 33-year-old construction worker comes to the clinic due to pain in his left knee The correct answer is B"	General
"Choice C: Pes anserine bursitis causes pain below the medial joint line, at the insertion of the sartorius, gracilis, and semitendinosus tendons. It presents with inferomedial knee pain, but without mechanical symptoms like locking or catching. It often occurs in obese individuals, those with osteoarthritis, or after overuse. The pain is typically worsened by climbing stairs or rising from a chair but is not provoked by rotation of the leg. The tenderness in this case is more articular than insertional, and the clicking/catching points away from a bursal process. Choice D: PCL injuries typically occur after a direct blow to the anterior tibia, such as hitting the dashboard in a car accident or falling onto a flexed knee. Patients often describe a sense of posterior instability or difficulty descending stairs. Physical exam may reveal posterior sag or excessive backward movement of the tibia when stress is applied. In contrast, this patient describes mechanical symptoms (locking, catching) with a twisting mechanism, which is more characteristic of meniscal injury. There is also no posterior knee tenderness or mechanism involving blunt trauma to the tibia. These findings argue against a PCL tear.
A. Lateral meniscus tear Choice E: This condition presents with posteromedial knee pain, often in athletes who perform repetitive flexion and extension, like rowers or sprinters. The pain is posterior, not joint-line medial, and does not typically involve mechanical locking or catching. The mechanism in tendinopathy is often overuse, not a single twisting event. There’s also no reported tenderness over the tendinous insertion or posterior knee discomfort. Additionally, the provocative test described would not elicit pain in this diagnosis. So semimembranosus tendinopathy is not supported by the clinical picture. B. Medial meniscus tear C. Pes anserine bursitis Bottom line: D. Posterior cruciate ligament tear Medial meniscus tears cause medial knee pain with locking or catching, often after twisting trauma. Exam findings include medial joint line tenderness and pain/clicking with external rotation during extension. Diagnosis is clinical; confirmed by MRI, treated with conservative care or arthroscopy depending on severity. E. Semimembranosus tendinopathy Anatom Musculoskeletal (Bone/joint injuries and Non y infections) e Subject System Topic A 42-year-old woman comes to the clinic with concerns about knee pain and stiffness that have developed gradually over the past 6 weeks. She describes aching in both knees, especially after a long day of teaching, and notes that the pain is worse when going up or down stairs. The stiffness tends to occur after prolonged sitting and improves somewhat with movement. She reports no redness, warmth, or"	"E. Semimembranosus tendinopathy Anatom Musculoskeletal (Bone/joint injuries and Non y infections) e Subject System Topic A 42-year-old woman comes to the clinic with concerns about knee pain and stiffness that have developed gradually over the past 6 weeks. She describes aching in both knees, especially after a long day of teaching, and notes that the pain is worse when going up or down stairs. The stiffness tends to occur after prolonged sitting and improves somewhat with movement. She reports no redness, warmth, or

swelling in the joints"	General
"over the joint lines or ligaments, and there is no erythema. Strength, sensation, and Choice B: Calcium supplements are primarily used for the prevention and treatment of osteoporosis, not osteoarthritis. Osteoarthritis is a disease of cartilage degradation and joint space narrowing, whereas calcium plays a role in bone density. This woman has no evidence of osteopenia or fragility fractures, and her dietary habits, although suboptimal, reflexes are intact in both lower extremities. The patient asks how she can reduce her do not suggest a clear deficiency requiring routine supplementation. Calcium would not reduce her joint pain or prevent cartilage wear. risk of long-term joint problems. Which of the following is the most appropriate Choice C: While quitting smoking improves cardiovascular, pulmonary, and bone health, it has a limited direct effect on the prevention of osteoarthritis. Some data even suggest a paradoxical slight protective effect of smoking on cartilage loss, although this is not clinically significant or recommended as a preventive measure. In this case, smoking recommendation? cessation is valuable for overall health but is not the most targeted recommendation to reduce joint degeneration risk. Choice D: Vitamin D is important for calcium metabolism and bone health but does not directly prevent osteoarthritis. In the absence of symptoms suggestive of deficiency (e.g., fatigue, muscle weakness) or laboratory confirmation, supplementation is not necessary. Vitamin D deficiency can increase the risk of falls and fractures in older adults, but this patient is younger and lacks features of osteomalacia or osteoporosis. Bottom line: Obesity is the strongest modifiable risk factor for knee osteoarthritis. Weight loss reduces joint stress and slows disease progression, making it the most appropriate preventive intervention for this patient.
A. Avoidance of high-impact physical activities B. Daily use of a calcium supplement Patholog Musculoskeletal (Arthritis and Non y spondyloarthropathies) e C. Smoking cessation Subject System To D. Vitamin D supplementation E. Weight loss"	"C. Smoking cessation Subject System To

The correct answer is C"	General
"aggressive lesions like pigmented villonodular synovitis or neoplastic processes. This patient has no clinical signs of joint inflammation (eg, swelling, tenderness, stiffness) and the cyst is freely mobile, soft, and asymptomatic—all features inconsistent with destructive lesions. The mass is freely mobile under the skin and does not elicit pain on palpation. There Choice C: Suppurative (infectious) tenosynovitis is a surgical emergency typically resulting from penetrating trauma, bites, or hematogenous spread. It presents acutely with pain, erythema, swelling, warmth, and often fever and limited range of motion. In contrast, this patient has a painless, sterile dorsal wrist mass with no systemic symptoms or signs is no overlying erythema, warmth, or fluctuation. Neurologic exam of the upper of infection. Ganglion cysts are non-inflammatory and do not become infected spontaneously without external inoculation or rupture. Moreover, the overlying skin is intact and unremarkable, ruling out any current or impending infectious process. extremities is normal. Which of the following is the most likely outcome if this Choice D: Ganglion cysts typically grow slowly, if at all, and remain subcutaneous without causing tissue ischemia or pressure necrosis. Skin ulceration occurs in the context of rapid expansion, skin breakdown, or compromised vascular supply, which are not features of a benign, fluctuant lesion like a ganglion cyst. This patient’s cyst is stable in size, condition is left untreated? painless, non-tender, and shows no signs of skin compromise. Moreover, spontaneous ulceration is almost never reported in the natural course of ganglion cysts unless manipulated, infected, or subjected to trauma, none of which apply here. Choice E: There is no known association between ganglion cysts and malignant transformation. These cysts are filled with mucinous synovial fluid and lined by connective tissue—not true neoplastic cells—and thus lack malignant potential. In contrast, soft tissue sarcomas tend to present as deep, firm, rapidly enlarging, often painful masses that are fixed to surrounding tissue and frequently associated with systemic symptoms or signs of local invasion. This patient’s lesion is superficial, mobile, painless, and has a benign, stable course—features that clearly rule out sarcoma or any neoplastic progression. Bottom line:
A. Bony erosion of underlying carpal bones Ganglion cysts are benign synovial fluid–filled swellings, most commonly found on the dorsal wrist. Asymptomatic lesions are managed with observation, and many resolve spontaneously without intervention. They do not erode bone, ulcerate, suppurate, or become malignant. B. Complete resolution of the lesion over time Pathophysiology Musculoskeletal (Miscellaneous) None Subject System Topic C. Development of suppurative tenosynovitis D. Local skin ulceration due to progressive expansion E. Malignant transformation into soft tissue sarcoma"	"C. Development of suppurative tenosynovitis

A 40-year-old woman presents with difficulty moving her right arm behind her back and discomfort in her shoulder for the past several weeks"	General
"would not be explained by coracobrachialis injury. The muscle is also located more anteriorly, and injury would likely cause pain during forward motion, not during lift-off positioning. This patient's pain and weakness during internal rotation are better explained by subscapularis dysfunction. Choice B: Pectoralis minor functions to stabilize and depress the scapula, pulling it anteriorly and inferiorly against the thoracic wall. It has no role in glenohumeral (shoulder) rotation and does not attach to the humerus. It is innervated by the medial pectoral nerve. While it can cause anterior shoulder pain in entrapment syndromes, it does not affect the ability to rotate or adduct the humerus. This patient's inability to lift the hand off the lower back points toward a problem in the internal rotator muscles, not scapular stabilizers. Choice D: Teres major assists with internal rotation and adduction of the arm and is innervated by the lower subscapular nerve, like the subscapularis. However, it is not a rotator cuff muscle, and more importantly, the Gerber lift-off test is specific for subscapularis, not teres major. Teres major injury is rare and typically occurs during high-force activities such as resisted extension in throwing athletes. The gradual onset of discomfort in this case, combined with the positive lift-off test, makes subscapularis the more accurate choice. Additionally, teres major is a more powerful mover when the arm is already abducted, which is not the position tested here.
A. Coracobrachialis Choice E: The triceps brachii is a muscle of the posterior arm responsible for elbow extension, not shoulder movement. Although its long head originates from the scapula, it does not play a functional role in shoulder internal rotation or adduction. Injury to the triceps would result in weakness during elbow extension, not the shoulder rotation deficit B. Pectoralis minor described in this vignette. There is no evidence of posterior arm pain, extension weakness, or neurologic compromise in the radial nerve distribution. The Gerber lift-off test does not assess triceps function. C. Subscapularis Bottom line: D. Teres major The subscapularis is the only rotator cuff muscle responsible for medial rotation and adduction of the shoulder. It is tested using the Gerber lift-off test, which isolates internal rotation strength. Inability to perform this maneuver suggests subscapularis tendon injury, even if other shoulder movements are preserved. E. Triceps brachii Anatomy Musculoskeletal (Shoulder issues) None Subject System Topic"	"B. Pectoralis minor described in this vignette. There is no evidence of posterior arm pain, extension weakness, or neurologic compromise in the radial nerve distribution. The Gerber lift-off test does not assess triceps function.

A 52-year-old man comes to the clinic for evaluation of a bulge in his upper abdomen"	General
"asymptomatic and non-palpable as a discrete mass. In this case, the patient has a palpable, firm mass in the epigastrium, which suggests a focal herniation through a defect rather than muscle separation. Additionally, he is male and without typical risk factors. Choice C: Lipomas are benign subcutaneous tumors composed of adipose tissue and often present as soft, mobile, painless masses. They do not typically vary in size with intra-abdominal pressure, and they are located in the subcutaneous fat, not through fascial layers. In contrast, this patient’s mass becomes more prominent when straining and disappears at rest, which is not a behavior associated with lipomas. The physical exam finding of a midline reducible mass supports a hernia more than a lipoma. Choice D: Paraumbilical hernias occur adjacent to the umbilicus, near the umbilical ring, and are very common in adults, particularly in women and those with obesity or ascites. These hernias are lower in the midline than epigastric hernias, and the location in this case is explicitly described as being above the umbilicus, near the xiphoid process. This makes a paraumbilical hernia anatomically incorrect here. Additionally, the absence of risk factors like pregnancy, cirrhosis, or obesity makes this less likely. The physical exam supports an epigastric location.
A. Diastasis recti Choice E: A rectus sheath hematoma results from bleeding into the rectus abdominis muscle, often after trauma, anticoagulation, or increased abdominal strain. It presents as an acutely tender, firm, non-reducible mass, sometimes associated with bruising (Cullen or Grey Turner sign). This patient denies any trauma or anticoagulant use, and the mass is B. Epigastric hernia non-tender and reducible, which is inconsistent with a hematoma. Furthermore, hematomas do not become more prominent with Valsalva and typically persist regardless of position. The chronic, asymptomatic nature and dynamic reducibility of the mass rule this out. C. Lipoma Bottom line: D. Paraumbilical hernia Epigastric hernias occur in the midline above the umbilicus, through a defect in the linea alba. They are distinct from paraumbilical hernias based on location and are often reducible and asymptomatic. Diagnosis is based on anatomical site and dynamic exam findings, especially increased prominence with straining. E. Rectus sheath hematoma Anatomy Musculoskeletal (Structural disorders) None Subject System"	"C. Lipoma Bottom line:

The correct answer is C"	General
"Which of the following is the most likely diagnosis? De Quervain tenosynovitis. Choice D: Rheumatoid arthritis is a systemic autoimmune synovitis producing symmetric small-joint inflammation of the wrists, MCPs, and PIPs with prolonged morning stiffness, warmth, and swelling. Chronic synovitis leads to pannus formation, ligamentous laxity, tendon rupture, and characteristic deformities such as ulnar deviation, swan-neck, and boutonnière, with serologic markers including anti-CCP and rheumatoid factor. Radiographs show periarticular osteopenia and marginal erosions; extra-articular features include rheumatoid nodules and interstitial lung disease. Treatment relies on early DMARDs with NSAIDs or glucocorticoids for symptom control. The localized palmar fascial fibroproliferation and isolated finger flexion contractures typical of Dupuytren disease are not features of inflammatory polyarthritis, so this choice does not fit. Choice E: Trigger finger (stenosing flexor tenosynovitis) involves thickening of the flexor tendon and A1 pulley at the MCP level, causing painful catching, clicking, or locking during flexion–extension; the digit may become stuck in flexion and then suddenly “snaps” into extension. It is associated with diabetes, hypothyroidism, and repetitive gripping,
A. Carpal tunnel syndrome and examination localizes tenderness to the volar MCP crease with a palpable nodule on the flexor tendon. Pathology is tendon–pulley mismatch and nodular thickening rather than palmar aponeurosis fibrosis. Management includes splinting, corticosteroid injection into the A1 pulley, and surgical release if persistent. Intermittent triggering with acute locking differs from the gradual, fixed flexion contracture and palpable cords of the palmar fascia seen in Dupuytren contracture. B. De Quervain tenosynovitis C. Dupuytren contracture D. Rheumatoid arthritis E. Trigger finger Trigger finger. Bottom line: Dupuytren contracture is a fibroproliferative disorder of the palmar fascia causing fixed flexion contractures with palpable cords, most often in the ring and little fingers, strongly associated with alcoholism, diabetes, epilepsy, and Northern European ancestry. Pathology Musculoskeletal (Structural disorders) None Subject System Topic"	"E. Trigger finger Trigger finger. Bottom line: Dupuytren contracture is a fibroproliferative disorder of the palmar fascia causing fixed flexion contractures with palpable cords, most often in the ring and little fingers, strongly associated with alcoholism, diabetes, epilepsy, and Northern European ancestry. Pathology Musculoskeletal (Structural disorders) None Subject System Topic

A 76-year-old man comes to the clinic due to progressive difficulty hearing over the past year and a sensation of fullness in his right ear"	General
"involve elevated ALP in the absence of systemic inflammation. Moreover, these diseases do not typically cause skull enlargement or hearing loss due to cranial nerve compression. Radiographic findings in autoimmune bone conditions show erosive or periosteal changes, not the mosaic bone pattern of Paget disease. this patient’s condition? Choice B: A deficiency in osteoblast function or recruitment leads to impaired bone formation, as seen in conditions like osteogenesis imperfecta or certain forms of osteoporosis. Such conditions would be characterized by decreased bone mass and potentially low or normal ALP levels depending on severity. In contrast, Paget disease is marked by excessive osteoblast activity—not a deficiency—due to the disorganized attempt to lay down new bone following increased resorption. The end result in Paget disease is thickened but structurally weak bone. Additionally, osteoblast deficiency would not explain the radiographic cotton-wool skull appearance or elevated ALP, both of which are seen in Paget disease. Choice C: Decreased osteoclast activity is characteristic of conditions like osteopetrosis, where bone resorption is impaired, resulting in dense, brittle bones. Patients with osteopetrosis often have pancytopenia due to encroachment of bony overgrowth into the marrow space, as well as cranial nerve compression due to narrowed foramina. This is the opposite mechanism of Paget disease, which begins with increased osteoclastic activity, not decreased. Additionally, osteopetrosis does not cause elevated ALP, skull enlargement, or the classic radiographic findings associated with Paget disease. Choice D: Impaired calcium sensing by the parathyroid glands occurs in familial hypocalciuric hypercalcemia (FHH), where inactivating mutations in the calcium-sensing receptor lead to inappropriate secretion of PTH despite elevated serum calcium. FHH leads to high or inappropriately normal PTH, high calcium, and low urinary calcium excretion, but
A. Autoimmune inflammation of the periosteum it is not associated with bone pain, deformities, or increased ALP. It does not affect bone remodeling or lead to mixed osteolytic/sclerotic radiographic lesions. Paget disease is not driven by aberrant calcium-sensing mechanisms, and serum calcium is typically normal in these patients, ruling out this mechanism as a plausible explanation. B. Deficient osteoblast recruitment and activation C. Decreased osteoclast resorption activity Bottom line: Paget disease of bone is caused by excessive and disorganized bone remodeling driven by initial overactivity of osteoclasts followed by compensatory, chaotic osteoblast activity. This results in elevated ALP, normal serum calcium/phosphate/PTH, and a high bone turnover state with deformities, especially in the skull, spine, and pelvis. D. Impaired calcium sensing by the parathyroid glands E. Increased bone turnover due to dysregulated remodeling Pathophysiolog Musculoskeletal (Metabolic bone Non y disorders) e Subject System Topic"	"B. Deficient osteoblast recruitment and activation

A 54-year-old man presents to the clinic complaining of progressive right knee pain that began over the past year"	General
"Choice C: Immune complex deposition is found in diseases like systemic lupus erythematosus (SLE), leading to type III hypersensitivity reactions. This triggers complement activation and leukocyte infiltration, causing synovial inflammation. Synovial fluid in these disorders typically has elevated WBC counts and ESR. OA lacks any immune complex-mediated process. Lab findings help differentiate OA from autoimmune arthropathies. Choice D: Neutrophilic infiltration causing joint destruction is seen in septic arthritis or acute crystal arthropathies like gout. These conditions produce very high synovial fluid WBC counts and present with red, hot, swollen joints. OA is a chronic, non-inflammatory disorder without systemic signs. Septic arthritis is a medical emergency, unlike OA. Clinical context and fluid analysis distinguish these diseases. Choice E: Pannus formation is the invasive granulation tissue in RA that erodes cartilage and bone. It is a result of chronic autoimmune inflammation and is not seen in OA. RA tends to affect MCPs and PIPs symmetrically and spares the DIPs. OA affects DIPs and often presents asymmetrically. Radiographic features such as
A. Autoimmune synovial inflammation osteophytes and eburnation are absent in pannus-mediated arthritis. B. Cartilage degeneration with subchondral bone remodeling C. Immune complex deposition in synovium Bottom line: Osteoarthritis is a non-inflammatory joint disease caused by mechanical cartilage breakdown and subchondral bone remodeling, classically presenting with asymmetric joint involvement and low synovial WBC count. Inflammatory joint diseases show immune-mediated features and symmetric joint involvement. D. Neutrophilic infiltration causing joint destruction E. Pannus formation invading cartilage Patholog Musculoskeletal (Arthritis and Non y spondyloarthropathies) e Subject System"	"A. Autoimmune synovial inflammation osteophytes and eburnation are absent in pannus-mediated arthritis.

A 24-year-old man is brought to the emergency department after injuring his right The correct answer is A"	General
"Choice C: MCL injuries typically result from a valgus stress to the knee, such as a lateral blow, and present with localized medial knee pain and tenderness. These injuries do not usually cause hemarthrosis or significant joint effusion. There is also no popping sound or mechanical instability involving anterior translation. MCL integrity is evaluated with the valgus stress test, not the Lachman test. Since this patient’s mechanism involves a rotational, non-contact pivot, with a positive Lachman test, MCL injury is an unlikely diagnosis in this context. Choice D: Medial meniscus tears often present with locking, catching, or clicking sensations during movement, particularly when the knee is partially flexed. They are more commonly due to degenerative wear or compressive and rotational forces, and acute tears typically lack the rapid-onset swelling seen in ACL tears. The presence of a positive Lachman test and immediate joint effusion points away from a meniscal tear and toward ligamentous damage. This patient does not describe mechanical symptoms, and the classic audible pop with hemarthrosis is more indicative of an ACL rupture.
A. Anterior cruciate ligament tear Choice E: PCL injuries usually result from a posterior force on the tibia, such as dashboard injuries during motor vehicle collisions or falling directly onto a flexed knee. These injuries are associated with posterior instability and are evaluated with the posterior drawer test, not the Lachman test. The mechanism in this case—twisting and pivoting without B. Lateral collateral ligament injury direct trauma—is not characteristic of PCL injuries. The positive Lachman test specifically suggests anterior cruciate laxity, making PCL injury an incorrect choice here. C. Medial collateral ligament injury Bottom line: D. Medial meniscus tear Anterior cruciate ligament tears typically follow a non-contact pivoting injury with a popping sound and rapid knee effusion. The Lachman test and anterior drawer test can be used for diagnosis. MRI confirms the diagnosis, and young athletes usually require surgical reconstruction with physical therapy. E. Posterior cruciate ligament tear Anatom Musculoskeletal (Bone/joint injuries and Non y infections) e Subject System Topic A 3-month-old boy is brought to the emergency department after his parents report that he rolled off a couch and fell approximately 40 cm (16 inches) onto a carpeted floor. They state that he cried briefly but then seemed “fine,” although over the past few hours he has refused to feed and keeps his left arm stiffly at his side. He was born at term following an uncomplicated pregnancy and delivery. He is in the 30th percentile for weight, 40th percentile for length, and 50th percentile for head"	"B. Lateral collateral ligament injury direct trauma—is not characteristic of PCL injuries. The positive Lachman test specifically suggests anterior cruciate laxity, making PCL injury an incorrect choice here.

circumference"	General
"Choice C: Osteogenesis imperfecta (OI) is associated with multiple fractures, blue sclerae, and dentinogenesis imperfecta. This genetic collagen disorder results in bone fragility and frequent fractures with minimal trauma. However, this child has no history of previous fractures, no scleral discoloration, and no features of connective tissue fragility. OI should be considered if there is a family history or recurrent injuries with classic features, but a single spiral humeral fracture with bruising is much more indicative of inflicted trauma. Additionally, infants with OI may have other skeletal deformities or developmental anomalies, which are not present in this case. Choice D: Physiologic bone fragility refers to transiently decreased mineralization in preterm or low birth weight infants. These infants may have osteopenia and be at slightly increased fracture risk. However, this child was born at term with a normal birth history, and his current anthropometrics do not suggest any significant prematurity-related bone disease. Moreover, physiologic fragility tends to cause metaphyseal rather than spiral fractures and is not typically associated with bruising or localized swelling. The mechanism provided and focal injury pattern do not support this diagnosis. Which of the following is the most likely explanation for this injury? Choice E: Vitamin D deficiency leading to nutritional rickets typically causes bowing of the legs, delayed fontanelle closure, and widening of the wrists and costochondral junctions. While it can lead to increased fracture risk in severe cases, it usually presents later than 3 months of age and involves diffuse skeletal findings. This child lacks any features of rickets, such as rachitic rosary or craniotabes, and there is no mention of risk factors such as exclusive breastfeeding without supplementation. A single localized fracture with associated bruising is not the hallmark of vitamin D deficiency but is more suspicious for trauma. Bottom line: Spiral fractures are virtually always child abuse on USMLE. They occur due to rotational force applied to the bone.
A. Birth trauma Patholog Musculoskeletal (Bone/joint injuries and Non B. Child abuse y infections) e Subject System Topic C. Osteogenesis imperfecta D. Physiologic bone fragility E. Vitamin D deficiency"	"A. Birth trauma Patholog Musculoskeletal (Bone/joint injuries and Non

The correct answer is A"	General
"Based on this patient's presentation and histologic findings, which of the following is the most likely diagnosis?
A. Ewing sarcoma B. Langerhans cell histiocytosis C. Neuroblastoma metastasis D. Osteoid osteoma E. Osteomyelitis Homer Wright rosettes. Choice D: Osteoid osteoma is a benign bone tumor that often presents with nocturnal bone pain relieved by NSAIDs. It is usually seen in the diaphysis of long bones in adolescents, similar to Ewing sarcoma, but lacks systemic symptoms like fever. Imaging shows a radiolucent nidus with surrounding sclerosis, not the diffuse layered periosteal reaction seen here. Histologically, it would show woven bone and osteoid, not sheets of uniform small round cells. The patient’s worsening, unrelieved pain and fever argue strongly against osteoid osteoma. Choice E: Osteomyelitis is a common cause of bone pain and fever in children, usually following trauma or bacteremia. It typically affects the metaphysis, not the diaphysis, due to slower blood flow and capillary loops. Histology would show inflammatory cells and necrosis, not uniform small blue cells. Imaging usually shows focal lytic lesions without the layered periosteal reaction seen here. Lack of overlying erythema or warmth and the subacute course with minimal systemic toxicity also argue against infection. Bottom line: Ewing sarcoma is a diaphyseal malignant bone tumor of childhood that mimics osteomyelitis but has characteristic radiographic and histologic features. Biopsy shows small, round, uniform blue cells of neuroectodermal origin, and imaging reveals onion-skin periosteal reaction. Associated with the t(11;22) translocation and requires multimodal therapy for optimal outcomes. Histolog Musculoskeletal (Bone tumors and tumor-like Non y lesions) e Subject System Topic"	"B. Langerhans cell histiocytosis

The correct answer is B"	General
"rapid hemarthrosis, and instability on Lachman/anterior drawer testing. Chronic varus malalignment does not selectively tension the ACL; the principal tensile load with genu varum falls on lateral extra-articular stabilizers (FCL and posterolateral corner). This case lacks effusion, acute trauma, giving-way episodes, or positive ACL-specific tests, making isolated ACL involvement unlikely. Choice C: The lateral meniscus is a fibrocartilaginous crescent that distributes load and assists with joint congruity; tears typically produce mechanical symptoms—locking, catching, painful clicking—and are often provoked by deep flexion or twisting (positive McMurray or Thessaly tests). Effusion and true joint-line tenderness directly over the meniscus are common. In genu varum, compressive forces increase medially rather than laterally, while the lateral soft tissues experience tensile stretch. The case highlights ligament-path tenderness below the joint line and pain with isolated varus stress at 30°, pointing away from an intra-articular meniscal lesion.
A. Anterior cruciate ligament Choice D: The popliteus tendon originates from the posterior tibia and inserts onto the lateral femoral condyle and lateral meniscus; it “unlocks” the knee by internally rotating the tibia (or externally rotating the femur) from full extension and stabilizes the posterolateral corner. Popliteus pathology presents with posterolateral knee pain, pain on downhill running, and tenderness deep in the popliteal fossa; injuries often coexist with cruciate or PLC lesions after rotational trauma. This patient’s pain is focal along the lateral collateral path, provoked by varus stress rather than rotational tests, and there is no traumatic trigger—features that favor FCL strain over popliteus tendinopathy. B. Fibular collateral ligament Choice E: The tibial plateau is the proximal articular surface supporting the femoral condyles; fractures arise from high-energy valgus/varus or axial loads (e.g., MVCs, falls), causing acute swelling, hemarthrosis, joint-line depression, and impaired weight bearing, often requiring CT for surgical planning. Chronic genu varum leads to medial compartment C. Lateral meniscus overload and lateral soft-tissue tension, not an acute osseous injury of the plateau. The absence of trauma, effusion, or bony tenderness, combined with pain reproduced by varus stress at 30°, argues against a tibial plateau pathology and supports lateral collateral involvement. D. Popliteus tendon Bottom line: E. Tibial plateau Genu varum increases medial compartment compression and chronically stretches the fibular collateral ligament, a key lateral stabilizer resisting varus stress and external tibial rotation. Anatomy Musculoskeletal (Miscellaneous) None Subject System Topic A 35-year-old man comes to clinic complaining of ongoing weakness and discomfort in his right shoulder. He works as a professional camera operator and often holds"	"A. Anterior cruciate ligament Choice D: The popliteus tendon originates from the posterior tibia and inserts onto the lateral femoral condyle and lateral meniscus; it “unlocks” the knee by internally rotating the tibia (or externally rotating the femur) from full extension and stabilizes the posterolateral corner. Popliteus pathology presents with posterolateral knee pain, pain on downhill running, and tenderness deep in the popliteal fossa; injuries often coexist with cruciate or PLC lesions after rotational trauma. This patient’s pain is focal along the lateral collateral path, provoked by varus stress rather than rotational tests, and there is no traumatic trigger—features that favor FCL strain over popliteus tendinopathy.

heavy equipment close to his chest for long periods"	General
