"Glomerular diseases: What is the key answer for this pattern?
This 7-year-old boy presents with periorbital and lower extremity edema, hypercholesterolemia, and heavy proteinuria without hematuria (One NBME Q gives 3-4 RBCs/hpf as negative.), a typical description of nephrotic syndrome."	Effacement of podocyte foot processes. Minimal change disease is the most common cause of nephrotic syndrome in children, presenting with edema, hypoalbuminemia, and heavy proteinuria. The hallmark finding on electron microscopy is podocyte foot process effacement, while light microscopy and immunofluorescence are often normal. The disease is often idiopathic, but may be triggered by infections or immunizations.	renal::glomerular_diseases
"Glomerular diseases: What is the key answer for this pattern?
Membranoproliferative glomerulonephritis (MPGN) is a pattern of glomerular injury that often appears on the USMLE as hematuria (red or tea-colored urine) in a patient with hepatitis C, hepatitis B, or certain malignancies (especially chronic lymphocytic leukemia or lymphoma)."	"Membranoproliferative glomerulonephritis. MPGN is the answer on USMLE for red urine in the setting of hepatitis C or malignancy. Biopsy shows a ""tram-track"" appearance due to duplication of the basement membranes. Dense deposits can also sometimes be seen. A 33-year-old man comes to the clinic because of increasing facial puffiness"	renal::glomerular_diseases
"Glomerular diseases: What is the key answer for this pattern?
Membranous glomerulonephropathy (MG), aka membranous glomerulonephritis, is a nephrotic syndrome and can be seen in conditions like autoimmune diseases (e.g., rhuematoid arthritis), drug use (dapsone, gold salts, sulfonamides), primary membranous glomerulonephropathy (antibodies against phospholipase A2 receptor), hepatitis B/C, and solid tumors (such as pancreatic or breast)."	"Membranous glomerulonephropathy. Membranous glomerulonephropathy is the answer on USMLE for a nephrotic syndrome in someone with hepatitis B/C, an autoimmune disease like RA, malignancy, or exposure to dapsone, gold salts, or sulfonamides. Biopsy shows a ""spike and dome"" appearance due to subepithelial IgG and C3 deposition. A 24-year-old woman presents to the clinic with a 6-month history of urinary"	renal::glomerular_diseases
"Miscellaneous: What is the key answer for this pattern?
Chronic interstitial cystitis, also known as bladder pain syndrome, is a poorly understood chronic condition characterized by bladder pain, urinary frequency, urgency, and pelvic discomfort, typically in women."	Chronic interstitial cystitis. Chronic interstitial cystitis (bladder pain syndrome) presents with urinary urgency, frequency, dyspareunia, and suprapubic pain that improves with voiding. It is a diagnosis of exclusion in women with persistent urinary symptoms and negative cultures. Anterior vaginal wall tenderness is a classic exam finding. 21.1	renal::miscellaneous
"Miscellaneous: What is the key answer for this pattern?
Interstitial cystitis, also known as painful bladder syndrome, is a chronic condition characterized by bladder pain associated with urinary urgency and frequency in the absence of infection or another identifiable cause."	Interstitial cystitis. Interstitial cystitis is a chronic bladder pain syndrome causing urgency and frequency with sterile cultures, pain that worsens on filling and improves after voiding, and requires supportive, multimodal management. A 70-year-old man presents for routine evaluation. He reports intermittent	renal::miscellaneous
"Neoplasms of the kidneys and urinary tract: What is the key answer for this pattern?
This patient presents with painless gross hematuria, the classic presentation of urothelial carcinoma (transitional cell carcinoma), which is the most common type of bladder cancer."	Transitional cell carcinoma of the bladder. Painless gross hematuria in an older adult should always prompt evaluation for urothelial carcinoma, especially with risk factors like industrial chemical exposure. Transitional cell carcinoma of the bladder is the most common type and presents insidiously. Benign, infectious, or renal causes of hematuria are less likely without supportive symptoms or lab findings.	renal::neoplasms_of_the_kidneys_and_urinary_tract
"Nephrolithiasis and urinary tract obstruction: What is the key answer for this pattern?
The ureterovesical junction (UVJ) is the most common site of urinary stone impaction because it represents the narrowest point of the ureter as it passes obliquely through the bladder wall."	Ureterovesical junction. Urinary calculi most often become trapped at natural ureteral narrowings, with the ureterovesical junction being the most common site due to its anatomic constriction as the ureter enters the bladder wall. This location is associated with classic flank-to-groin colicky pain and irritative urinary symptoms once the stone reaches the distal ureter. 24.1	renal::nephrolithiasis_and_urinary_tract_obstruction
"Nephrolithiasis and urinary tract obstruction: What is the key answer for this pattern?
This patient is presenting with classic findings of nephrolithiasis: sudden-onset flank pain radiating to the groin, nausea, and vomiting."	Uric acid overproduction. Uric acid stones are radiolucent, form in acidic urine, and are associated with purine overproduction, high-protein diets, or gout. Rhomboid crystals are characteristic. Management involves alkalinization of urine and xanthine oxidase inhibitors. A 9-year-old boy is brought to the clinic by his parents due to facial puffiness and leg	renal::nephrolithiasis_and_urinary_tract_obstruction
"Nephrotic & nephritic syndromes: What is the key answer for this pattern?
This child presents with periorbital and peripheral edema, abdominal distention, hypoalbuminemia, hyperlipidemia, and heavy proteinuria in the absence of hematuria."	Minimal change disease. Nephrotic syndrome presents with proteinuria, hypoalbuminemia, hyperlipidemia, and edema, without hematuria. In children, minimal change disease is the most common cause and is usually triggered by a recent viral illness. Corticosteroids are the mainstay of treatment. A clinical trial is conducted to study renal oxygen consumption by measuring	renal::nephrotic_nephritic_syndromes
"Normal structure and function of the kidneys and urinary system: What is the key answer for this pattern?
The proximal tubule is the nephron segment most susceptible to anoxic injury because it has one of the highest oxygen demands in the kidney due to its intensive active transport processes."	Proximal tubule. The proximal tubule is the site of many active transport processes taking place in the nephron which makes it very metabolically active and therefore it has a high oxygen demand. This places the proximal tubule at a high risk for both anoxic and nephrotoxic injury. 27.1	renal::normal_structure_and_function_of_the_kidneys_and_urinary_system
"Normal structure and function of the kidneys and urinary system: What is the key answer for this pattern?
This patient developed acute tubular necrosis (ATN) due to abrupt ischemia from intraoperative blood loss."	↓ BUN/Cr ratio, ↑ FeNa. Sudden ischemia during surgery can cause acute tubular necrosis, leading to low BUN/Cr and high FeNa. These values reflect impaired reabsorption of both urea and sodium due to tubular injury. A 29-year-old woman comes to the clinic due to episodes of urine leakage that have	renal::normal_structure_and_function_of_the_kidneys_and_urinary_system
"Urinary incontinence: What is the key answer for this pattern?
This patient with a known demyelinating disease is presenting with classic features of urge incontinence—sudden, strong urges to void followed by involuntary leakage."	Uninhibited detrusor contractions. Urge incontinence is caused by involuntary detrusor muscle contractions, leading to sudden urgency and unintentional urine loss. In multiple sclerosis, demyelination disrupts descending inhibitory pathways, resulting in detrusor hyperactivity and frequent, small-volume voids. Management focuses on reducing bladder muscle excitability using antimuscarinic agents like oxybutynin.	renal::urinary_incontinence
"Acid/base disorders: What is the key answer for this pattern?
Patients with advanced COPD develop chronic CO₂ retention due to persistent airflow limitation and destruction of alveolar surface area."	↓ pH, ↑ HCO ₃ ⁻ , ↑ CO ₂. Stable COPD patients often exhibit chronic respiratory acidosis with compensatory metabolic alkalosis. Their acid-base profile shows ↓ pH, ↑ HCO₃⁻, ↑ CO₂, which reflects long-term CO₂ retention and renal adaptation. 30.1	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
The child has pyloric stenosis, which is due to a hypertrophic pyloric muscle, presenting as forceful, projectile non-bilious vomiting in the first few weeks of life."	↓ Cl; ↓ K; ↑ HCO3; ↑ pH. The arrows you need to know for USMLE are: Vomiting + loop/diuretic use: ↓ Cl; ↓ K; ↑ HCO3; ↑ pH.	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
This patient has classic signs and symptoms of diabetic ketoacidosis (DKA), including fatigue, weight loss, polydipsia, polyuria, dehydration, tachypnea (Kussmaul respirations), and orthostatic symptoms."	Decreased bicarbonate. DKA presents with fatigue, polyuria, polydipsia, dehydration, and Kussmaul breathing. It causes a high anion-gap metabolic acidosis with decreased serum bicarbonate due to accumulation of ketones and hydrogen ions. Treatment consists of intravenous fluids, insulin, and electrolyte repletion. A 3-year-old girl is brought to the emergency department by her parents after they	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
This child has ingested a toxic amount of iron, a well-known cause of high anion gap metabolic acidosis, particularly in pediatric patients."	↓ pH, ↓ HCO ₃ ⁻ , ↓ CO ₂ , ↑ Anion gap. Acute iron poisoning causes a high anion gap metabolic acidosis with decreased pH, decreased bicarbonate, and compensatory low CO₂ due to hyperventilation. Radiopaque pills on imaging and bloody diarrhea help confirm the diagnosis in young children with unclear ingestion history. 33.1	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
This child is in late-stage status asthmaticus, where respiratory fatigue has set in after a prolonged asthma exacerbation."	↓ pH, ↔ HCO ₃ ⁻ , ↑ CO ₂. In a child with asthma who becomes somnolent and hypoventilates after a prolonged attack, the expected blood gas findings are ↓ pH, ↔ HCO₃⁻, and ↑ CO₂, indicating acute respiratory acidosis due to respiratory muscle fatigue. This finding warrants urgent intervention to prevent respiratory arrest. A comparative physiology study is conducted involving 12 adult bonobos resting in a	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
Bicarbonate (HCO₃⁻) transported in the plasma is the primary form by which carbon dioxide is carried from metabolizing tissues to the lungs."	HCO₃⁻ transported in the plasma. The majority of CO₂ transported from tissues to lungs is carried as bicarbonate ion (HCO₃⁻) in plasma, a process catalyzed by carbonic anhydrase and regulated by the chloride shift within erythrocytes. A 39-year-old woman comes to the clinic for evaluation of elevated blood pressure	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
This patient has hypertension, hypokalemia, metabolic alkalosis, elevated aldosterone, and suppressed renin, which is classic for primary hyperaldosteronism."	Conn syndrome. Conn syndrome is primary hyperaldosteronism marked by high aldosterone and low renin, with accompanying hypertension, hypokalemia, and metabolic alkalosis. It should be distinguished from secondary causes like renovascular disease by analyzing the renin-aldosterone relationship. 36.1	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
This patient most likely has fibromuscular dysplasia (FMD), a condition characterized by non-atherosclerotic, non-inflammatory proliferation of the tunica media in medium-sized arteries, most commonly the renal arteries."	↑ Na ⁺ , ↓ K ⁺ , ↑ pH, ↑ HCO ₃ ⁻ , ↑ CO ₂. Fibromuscular dysplasia in young women causes secondary hyperaldosteronism, leading to ↑ Na⁺, ↓ K⁺, ↑ pH, ↑ HCO₃⁻, and ↑ CO₂. These effects are due to RAAS activation from decreased renal perfusion and aldosterone-induced electrolyte shifts. A 13-year-old boy is brought to the emergency department after experiencing	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
This patient most likely has Waterhouse-Friderichsen syndrome, a form of primary adrenal insufficiency caused by bilateral adrenal hemorrhagic necrosis due to meningococcal septicemia."	↓ Aldosterone, ↓ Cortisol, ↑ ACTH, ↑ K ⁺ , ↓ Na ⁺ , ↓ HCO ₃ ⁻ , ↓ pH, ↓ CO ₂. Waterhouse-Friderichsen syndrome causes primary adrenal insufficiency due to bilateral adrenal hemorrhage, leading to ↓ cortisol, ↓ aldosterone, ↑ ACTH, ↑ K⁺, ↓ Na⁺, ↓ bicarbonate, ↓ pH, and ↓ CO₂. The key emergency treatment is hydrocortisone, not vasopressors, due to the lack of α1-receptor expression from cortisol deficiency. A 64-year-old man is admitted to the hospital for treatment of sepsis and	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
This patient has developed acute tubular necrosis (ATN), a common cause of intrinsic acute kidney injury typically seen in hospitalized patients with sepsis, hypotension, or nephrotoxic exposure (e.g., gentamicin)."	↓ HCO ₃ ⁻ , ↓ pH, ↓ CO ₂ , ↑ Anion gap. Acute tubular necrosis causes high-anion gap metabolic acidosis with decreased bicarbonate and pH, and respiratory compensation (low CO₂). The hallmark urinalysis finding is muddy brown granular casts. 39.1	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
One of the hallmark acid-base disturbances in advanced renal failure is high-anion gap metabolic acidosis, which occurs due to the accumulation of unmeasured anions in the blood."	"↓ HCO ₃ ⁻ , ↑ K ⁺ , ↑ PO ₄ ³ ⁻. Chronic renal failure leads to hyperkalemia, hyperphosphatemia, and low bicarbonate due to reduced excretion and impaired tubular function. This results in a high-anion gap metabolic acidosis categorized under ""uremia"" in the MUDPILES mnemonic. A 34-year-old woman comes to the emergency department with confusion,"	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
Uncoupling of oxidative phosphorylation."	Uncoupling of oxidative phosphorylation. Aspirin, a salicyclate, causes a mixed metabolic acidosis-respiratory alkalosis. It directly upregulates the respiratory centers in the brain and causes uncoupling of oxidative phosphorylation. -	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
This patient presents with intractable vomiting in early pregnancy, which, when accompanied by urinary ketones, indicates hyperemesis gravidarum."	↓ K+, ↓ Cl–, ↑ HCO ₃ –, ↑ pH, ↑ CO ₂ , ↑ urinary ketones. Hyperemesis gravidarum causes hypokalemic, hypochloremic metabolic alkalosis with compensatory CO₂ retention and urinary ketones due to starvation. 42.1	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
Hyperemesis gravidarum is a severe form of nausea and vomiting that typically presents in the first trimester, most often peaking between 8 and 10 weeks' gestation."	hCG levels peak during this time. Hyperemesis gravidarum peaks around 8–10 weeks’ gestation because that is when hCG levels are highest, stimulating the area postrema and triggering severe vomiting. An 18-year-old college freshman is brought to the student health clinic by her	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
This patient exhibits classic signs of chronic laxative abuse, which causes secretory diarrhea leading to significant bicarbonate and potassium loss in the stool."	↓ K ⁺ , ↑ Cl ⁻ , ↓ HCO ₃ ⁻ , ↓ pH, ↓ CO ₂ , ↔ anion gap. Laxative abuse causes normal anion gap (hyperchloremic) metabolic acidosis with ↓ K⁺, ↑ Cl⁻, ↓ HCO₃⁻, ↓ pH, ↓ CO₂, and ↔ anion gap. Bicarbonate and potassium are lost in stool, and the body compensates with chloride retention and respiratory alkalosis. A 26-year-old woman comes to the physician for evaluation of fatigue and	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
This patient is abusing furosemide, a loop diuretic that blocks the Na⁺/K⁺/2Cl⁻ cotransporter in the thick ascending limb of the loop of Henle, impairing ion reabsorption and promoting salt and water loss."	↓ K+, ↓ Cl−, ↑ HCO ₃ ⁻ , ↑ pH, ↑ CO ₂. Loop diuretic abuse leads to volume contraction, hypokalemia, hypochloremia, and metabolic alkalosis with CO₂ retention as respiratory compensation. This pattern is seen in both furosemide and thiazide use and must be distinguished from other causes of acid-base disturbance. 45.1	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
Spironolactone is a potassium-sparing diuretic that functions as an aldosterone receptor antagonist."	↓ CO ₂ , ↓ HCO ₃ ⁻ , ↓ pH, ↑ Serum K ⁺ , ↓ androgen receptor activity. Spironolactone use leads to hyperkalemia and non–anion gap metabolic acidosis due to impaired renal excretion of potassium and hydrogen ions. It also antagonizes androgen receptors, leading to endocrine side effects such as gynecomastia and decreased body hair in males. A 44-year-old man comes to the clinic for a routine follow-up visit. He was diagnosed	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
Thiazide diuretics, such as hydrochlorothiazide, inhibit the sodium-chloride symporter in the early distal convoluted tubule."	↑ HCO ₃ ⁻ , ↑ pH, ↓ K ⁺ , ↑ serum Ca² ⁺ , ↓ urinary calcium. Thiazide diuretics cause hypokalemia, metabolic alkalosis, mild hypercalcemia, and decreased urinary calcium excretion. This effect profile is key for distinguishing them from loop diuretics, which have the opposite impact on calcium handling. An 11-year-old girl is brought to the emergency department by her mother due to	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
This patient is presenting with classic features of diabetic ketoacidosis (DKA), which commonly develops in children with new-onset type 1 diabetes mellitus, often triggered by a recent viral illness such as an upper respiratory tract infection."	↓ pH, ↓ HCO ₃ ⁻ , ↓ CO ₂. Diabetic ketoacidosis presents with metabolic acidosis characterized by low pH, low bicarbonate, and low CO₂ due to compensatory hyperventilation. 48.1	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
This patient presents one hour after ingesting a large amount of aspirin, which is the classic setting for salicylate toxicity."	↓ pH, ↓ HCO ₃ ⁻ , ↓ CO ₂ , ↑ anion gap, ↔ Na ⁺ , ↔ K ⁺. At one hour after aspirin ingestion, patients develop a mixed acid-base disturbance: metabolic acidosis from salicylic acid and respiratory alkalosis from medullary stimulation. A 24-year-old man is brought to the emergency department by his roommate after	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
In the setting of salicylate (aspirin) toxicity, sodium bicarbonate is administered to both correct the underlying acidosis and increase the renal elimination of the drug."	Increased excretion through urinary alkalinization. Sodium bicarbonate improves salicylate toxicity by alkalinizing the urine, which traps salicylate in its ionized form and enhances renal excretion. This process, called urinary alkalinization, is the mainstay of treatment in moderate toxicity when the patient is stable. A 44-year-old woman comes to the physician because of muscle weakness,	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
The diagnosis is familial hyperaldosteronism, which is due to gene mutations resulting in adrenal cortical zona glomerulosa hyperplasia."	Zona glomerulosa hyperplasia. Hyperaldosteronism in multiple family members is usually due to familial hyperaldosteronism, which is due to gene mutations causing zona glomerulosa hyperplasia. 51.1	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
This patient presents with classic signs of a pulmonary embolism (PE) in the context of recent surgery, immobility, unilateral leg pain, and sudden-onset dyspnea."	↑ pH, Normal HCO ₃ ⁻ , ↓ CO ₂. Pulmonary embolism causes acute respiratory alkalosis due to hyperventilation, with low CO₂, elevated pH, and normal bicarbonate. A 12-year-old boy is brought to the emergency department by his coach after	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
This patient's symptoms are classic for an acute asthma exacerbation, a condition in which airway narrowing due to inflammation, bronchospasm, and mucus plugging leads to impaired oxygenation."	↑ pH, ↔ HCO ₃ ⁻ , ↓ CO ₂. Acute asthma exacerbation causes respiratory alkalosis due to hyperventilation, which results in elevated pH, low CO₂, and normal bicarbonate. Renal compensation does not occur immediately, so HCO₃⁻ remains unchanged in early disease. A 9-year-old boy is brought to the emergency department by his mother due to	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
Early in a severe asthma exacerbation, patients mount a compensatory response of increased respiratory rate, which leads to CO₂ washout and results in acute respiratory alkalosis (↑ pH, ↓ PaCO₂, normal HCO₃⁻)."	Respiratory muscle fatigue causing hypoventilation. Rising PaCO₂ and falling pH in asthma reflect respiratory muscle fatigue and hypoventilation, not worsening lung mechanics alone. This transition marks a critical turning point that may require immediate intubation. 54.1	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
This patient’s presentation is consistent with a classic panic attack marked by acute hyperventilation, which causes a drop in CO₂ levels (hypocapnia)."	↑ pH, ↔ HCO ₃ ⁻ , ↓ CO ₂ , ↓ cerebral perfusion. Panic-induced hyperventilation leads to acute respiratory alkalosis, with low CO₂, unchanged HCO₃⁻, elevated pH, and decreased cerebral perfusion that can result in fainting. CO₂ is a major determinant of brain blood flow, and changes in ventilation significantly impact cerebral hemodynamics. A 72-year-old man is brought to the emergency department by his wife because of	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
This patient has an acute exacerbation of COPD, which is often triggered by a viral or bacterial respiratory infection."	↓ pH, ↑ HCO ₃ ⁻ , ↑ CO ₂. Patients with acute exacerbations of COPD often develop acute on chronic respiratory acidosis. Despite rapid breathing, they cannot exhale CO₂ due to poor alveolar function, resulting in ↓ pH, ↑ CO₂, and ↑ HCO₃⁻. A 68-year-old man with a 30-year smoking history is brought to the emergency	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
Patients with severe chronic obstructive pulmonary disease (COPD) often have a long-standing reduction in alveolar surface area and impaired airflow due to both emphysema and chronic bronchitis."	Chronic respiratory acidosis and acute respiratory acidosis. A patient with advanced COPD can develop acute on chronic respiratory failure, reflected on USMLE as “chronic respiratory acidosis and acute respiratory acidosis.” The key pattern is low pH, high CO₂, and elevated HCO₃⁻, signaling acute decompensation on top of chronic CO₂ retention. 57.1	renal::acid_base_disorders
"Acid/base disorders: What is the key answer for this pattern?
This elderly man with severe COPD presents with signs of carbon dioxide retention, hypoventilation, and altered mental status, all of which point to acute-on-chronic respiratory failure."	Chronic respiratory acidosis and acute respiratory acidosis. COPD exacerbations are acute-on-chronic respiratory acidosis, which the USMLE can cumbersomely write as “chronic respiratory acidosis and acute respiratory acidosis.” A 60-year-old woman is recovering in the hospital following a right-sided hip	renal::acid_base_disorders
