Front	Back	Tags
"Subject System Topic
A. Cortical demyelination B. Degeneration of the substantia nigra C. Loss of spinothalamic fibers at the spinal cord level D. Post-stroke central thalamic dysfunction E. Subthalamic nucleus infarction Wrong answer explanations: Choice A: (Cortical demyelination) Causes sensory or motor deficits seen in MS but does not explain delayed unilateral burning pain after a thalamic stroke. Choice B: (Substantia nigra degeneration) Leads to Parkinson disease (tremor, rigidity, bradykinesia), not central pain syndrome. Choice C: (Spinothalamic tract lesion) Would cause contralateral pain and temperature loss below the level of the lesion but not delayed central pain after stroke. Choice E: (Subthalamic nucleus infarct) Causes hemiballismus — flinging, involuntary movements — not chronic pain. Bottom line: Thalamic pain syndrome = delayed post-stroke central pain → lesion in VPL/VPM → contralateral burning, stabbing pain in face and body → lacunar infarct. Anatomy Neurology (Strokes & Stroke-related stuff) None"	"B. Degeneration of the substantia nigra

The correct answer is B"	General
"Subject System Topic
A. Anterior thigh B. Groin C. Medial thigh D. Perineum E. Shoulder Dermatomal distribution. Wrong answer explanations: Choice A: Referred pain to the anterior thigh maps to L2–L4 dermatomes via the femoral nerve, classically seen with hip joint pathology (eg, osteoarthritis, femoral neck fracture), iliopsoas irritation, or L3 radiculopathy. Although proximal ureteral colic originates around T10–T12 and can cause flank/loin pain, it does not typically project to the true anterior thigh distribution of the femoral nerve. In ureteric stones, migration to the distal ureter shifts pain toward L1–L2 dermatomes, favoring the groin rather than the anterior thigh, making this choice incorrect in this clinical setting. Choice C: Medial thigh pain follows the obturator nerve (L2–L4), often implicated in obturator hernias, pelvic sidewall pathology, or hip osteoarthritis causing adductor spasm. This distribution is not the canonical referral pattern for ureteral colic, which tracks sympathetic afferents from T10–L2 and shifts flank → lower quadrant → groin as the stone descends. Because the obturator territory is not the typical target for distal ureteral pain, medial thigh radiation is not the best answer here. Choice D: The perineum is innervated predominantly by the pudendal nerve (S2–S4) and is a hallmark referral zone for anorectal disease, pelvic floor disorders, perineal abscess, and urogenital conditions centered in the distal urethra or external genitalia. Ureteral visceral afferents do not travel with sacral parasympathetics; instead they accompany sympathetic fibers to T10–L2, explaining why perineal radiation is not expected in ureteric stone pain. Given this distinct neuroanatomy, perineal localization is inconsistent with the scenario of migrating ureteral colic. Choice E: The shoulder is a common site of referred pain from diaphragmatic irritation via the phrenic nerve (C3–C5), seen in conditions such as subphrenic abscess, splenic rupture, or peritonitis involving the diaphragm. This dermatomal distribution is entirely unrelated to ureteral innervation, which travels via sympathetic fibers from T10–L2. Because the neuroanatomic pathways are completely different, shoulder radiation would not occur in ureteral colic, making this choice entirely incorrect for this patient’s presentation. Bottom line: Ureteral colic from nephrolithiasis produces severe, colicky flank pain that changes location as the stone migrates, reflecting the T10–L2 visceral afferent pathway. When the stone reaches the distal ureter, pain is referred to the groin via shared innervation with the genitofemoral nerve (L1–L2). Anatomy Neurology (Innervation of Other organ systems) None"	"E. Shoulder Dermatomal distribution. Wrong answer explanations: Choice A: Referred pain to the anterior thigh maps to L2–L4 dermatomes via the femoral nerve, classically seen with hip joint pathology (eg, osteoarthritis, femoral neck fracture), iliopsoas irritation, or L3 radiculopathy. Although proximal ureteral colic originates around T10–T12 and can cause flank/loin pain, it does not typically project to the true anterior thigh distribution of the femoral nerve. In ureteric stones, migration to the distal ureter shifts pain toward L1–L2 dermatomes, favoring the groin rather than the anterior thigh, making this choice incorrect in this clinical setting. Choice C: Medial thigh pain follows the obturator nerve (L2–L4), often implicated in obturator hernias, pelvic sidewall pathology, or hip osteoarthritis causing adductor spasm. This distribution is not the canonical referral pattern for ureteral colic, which tracks sympathetic afferents from T10–L2 and shifts flank → lower quadrant → groin as the stone descends. Because the obturator territory is not the typical target for distal ureteral pain, medial thigh radiation is not the best answer here. Choice D: The perineum is innervated predominantly by the pudendal nerve (S2–S4) and is a hallmark referral zone for anorectal disease, pelvic floor disorders, perineal abscess, and urogenital conditions centered in the distal urethra or external genitalia. Ureteral visceral afferents do not travel with sacral parasympathetics; instead they accompany sympathetic fibers to T10–L2, explaining why perineal radiation is not expected in ureteric stone pain. Given this distinct neuroanatomy, perineal localization is inconsistent with the scenario of migrating ureteral colic. Choice E: The shoulder is a common site of referred pain from diaphragmatic irritation via the phrenic nerve (C3–C5), seen in conditions such as subphrenic abscess, splenic rupture, or peritonitis involving the diaphragm. This dermatomal distribution is entirely unrelated to ureteral innervation, which travels via sympathetic fibers from T10–L2. Because the neuroanatomic pathways are completely different, shoulder radiation would not occur in ureteral colic, making this choice entirely incorrect for this patient’s presentation. Bottom line: Ureteral colic from nephrolithiasis produces severe, colicky flank pain that changes location as the stone migrates, reflecting the T10–L2 visceral afferent pathway. When the stone reaches the distal ureter, pain is referred to the groin via shared innervation with the genitofemoral nerve (L1–L2). Anatomy Neurology (Innervation of Other organ systems) None

The correct answer is E"	General
"Based on this presentation, which labeled structure is the most likely site of pathology?
A. A B. B C. C D. D Choice A = hippocampus; B = crus cerebri; C = ventral medial nucleus of thalamus; D = substantia nigra; E = subthalamic nucleus; F = ventral lateral nucleus of thalamus. E. E F. F Wrong answer explanations: Choice A: The hippocampus is involved in learning and memory consolidation and is classically affected early in Alzheimer disease, leading to progressive memory impairment and disorientation. Lesions of the hippocampus do not cause hemiballismus or other hyperkinetic movement disorders. Infarcts here would more likely present with profound anterograde amnesia. The hippocampus receives its primary vascular supply from branches of the posterior cerebral artery, but damage here would not explain this patient’s hyperkinetic presentation. Choice B: The crus cerebri contains descending corticospinal and corticobulbar fibers transmitting voluntary motor commands from the cortex to the brainstem and spinal cord. Lesions here typically produce contralateral hemiparesis and may also affect cranial nerve fibers depending on rostrocaudal location, but they do not produce involuntary hyperkinetic movements. The classic vascular lesion here is a stroke of penetrating branches of the posterior cerebral artery. The hallmark would be weakness, not ballistic movements. Choice C: The ventral medial nucleus of the thalamus relays sensory information from the trigeminal and spinothalamic tracts to the primary somatosensory cortex. Damage to this thalamic region would result in contralateral hemisensory loss and possibly thalamic pain syndrome but not involuntary movement disorders. The thalamus is often affected in hypertensive lacunar strokes but would present with pure sensory stroke features rather than hemiballismus. Lesions here are typically localized by dense hemisensory deficits. Choice D: The substantia nigra is a basal ganglia structure located in the midbrain that contains dopaminergic neurons projecting to the striatum and is classically degenerated in Parkinson disease, leading to bradykinesia, rigidity, and resting tremor. Damage to this area causes hypokinetic rather than hyperkinetic movement disorders. It is not typically implicated in hemiballismus. The substantia nigra’s role in dopaminergic modulation distinguishes it from the indirect pathway disruption seen in this case. Choice F: The ventral lateral nucleus of the thalamus serves as a relay station for motor signals from the cerebellum and basal ganglia to the motor cortex, and lesions here can result in deficits of coordination and fine motor control, but would not typically cause large-amplitude ballistic movements. Damage here could mimic a cerebellar lesion but would present with more subtle deficits like dysmetria and intention tremor. The ventral lateral nucleus is an output relay rather than a direct modulator of basal ganglia indirect pathway signaling. Bottom line: Hemiballismus is characterized by violent, flinging, proximal limb movements contralateral to a lesion of the subthalamic nucleus, most commonly caused by hypertensive lacunar infarction. Recognition of this rare but localizing movement disorder emphasizes the importance of the basal ganglia indirect pathway in movement suppression. Anatomy Neurology (Strokes & Stroke-related stuff) None Subject System Topic"	"D. D Choice A = hippocampus; B = crus cerebri; C = ventral medial nucleus of thalamus; D = substantia nigra; E = subthalamic nucleus; F = ventral lateral nucleus of thalamus.

The correct answer is D"	General
"Subject System Topic
A. Left internal capsule B. Left primary motor cortex C. Left subthalamic nucleus D. Left thalamus (VPL/VPM nuclei) E. Right thalamus (VPL/VPM nuclei) Wrong answer explanations: Choice A: (Left internal capsule): Would cause pure motor or sensorimotor deficits, often with weakness — not isolated sensory loss. Choice B: (Left primary motor cortex): Would cause weakness on the contralateral side, not pure sensory deficits. Choice C: (Left subthalamic nucleus): Causes hemiballismus (violent, flinging movements), not sensory loss. Choice E: (Right thalamus): Would cause left-sided sensory deficits; this patient has right-sided symptoms, indicating a left thalamic lesion. Bottom line: Thalamic stroke = pure sensory loss (contralateral face + body) → VPL/VPM nuclei → lacunar infarct. Anatomy Neurology (Strokes & Stroke-related stuff) None"	"A. Left internal capsule

The correct answer is A"	General
"Subject System Topic
A. Crus cerebri B. Medial lemniscus C. Red nucleus D. Substantia nigra E. Subthalamic nucleus Wrong answer explanations: Choice B: Medial lemniscus: Lesions cause contralateral loss of proprioception and vibration, but not weakness or CN III palsy. Choice C: Red nucleus: Lesions cause contralateral ataxia, tremor, and dysmetria (Benedikt syndrome), not weakness and CN III palsy. Choice D: Substantia nigra: Lesions cause parkinsonism (bradykinesia, rigidity, resting tremor), not acute CN III palsy or weakness. Choice E: Subthalamic nucleus: Lesions cause hemiballismus — flinging movements — not hemiparesis or CN III involvement. Bottom line: Weber syndrome = CN III palsy + contralateral weakness → crus cerebri, PCA infarct. Anatomy Neurology (Strokes & Stroke-related stuff) None"	"A. Crus cerebri

The correct answer is A"	General
"patient's motor deficit is in dorsiflexion, which is unrelated to L2 function. In addition, the pain radiates much farther down the leg than would be expected in L2 injury. The findings clearly point away from proximal root involvement. Choice B: L3 radiculopathy presents with weakness in knee extension (quadriceps) and diminished patellar reflex. The sensory distribution is limited to the middle anterior thigh, which does not match the patient's lateral leg and foot symptoms. L3 does not contribute to ankle dorsiflexion or sensory innervation of the dorsum of the foot. Reflexes are preserved in this case, and there is no mention of thigh weakness or anterior thigh pain. This presentation is inconsistent with L3 involvement and strongly favors a lower lumbar root. Choice C: L4 radiculopathy would typically present with knee extension weakness, decreased patellar reflex, and sensory loss over the medial leg and shin. While L4 contributes to tibialis anterior innervation, isolated L4 lesions are less likely to cause clear dorsiflexion weakness without also affecting the patellar reflex. The pain distribution in this case— radiating down the lateral thigh and leg—is not characteristic of L4. Furthermore, the sensory deficit is not in the medial leg or ankle, which further excludes L4. Although close, the reflex findings and sensory pattern favor L5 over L4.
A. L2 Choice E: S1 radiculopathy causes plantarflexion weakness, loss of the Achilles reflex, and sensory loss in the posterior leg and sole of the foot. This patient has none of those features—his Achilles reflex is preserved, and the motor deficit is in dorsiflexion, not plantarflexion. The sensory loss is on the dorsum of the foot, not the sole. In addition, walking B. L3 difficulties from S1 involvement typically manifest as trouble standing on tiptoes, not dragging the foot. The straight-leg test can be positive in S1 or L5 lesions, but the remaining findings clearly point to L5. C. L4 Bottom line: D. L5 L5 radiculopathy presents with dorsiflexion weakness, lateral leg pain, and sensory loss over the dorsum of the foot. Reflexes are usually preserved, unlike L4 (patellar) and S1 (Achilles) radiculopathies. The most common cause is L4–L5 disc herniation compressing the L5 root. E. S1 Anatomy Neurology (Disorders of peripheral nerves and muscles) None Subject System Topic"	"B. L3 difficulties from S1 involvement typically manifest as trouble standing on tiptoes, not dragging the foot. The straight-leg test can be positive in S1 or L5 lesions, but the remaining findings clearly point to L5.

The correct answer is B"	General
"Choice C: Multiple sclerosis (MS) can cause a wide range of neurologic deficits in young women, including optic neuritis, diplopia, and paresthesias. However, optic neuritis in MS is typically unilateral, painful with eye movement, and leads to acute vision loss with color desaturation and a relative afferent pupillary defect (RAPD). Additionally, MS classically presents with white matter lesions on MRI, especially periventricular or juxtacortical plaques, which are absent in this case. Papilledema is not a feature of MS because it reflects raised intracranial pressure, not demyelination. The combination of normal vision, bilateral papilledema, and normal MRI excludes MS as the most likely diagnosis here.
A. Idiopathic intracranial hypertension Choice D: Optic neuritis is characterized by sudden, unilateral vision loss, typically associated with eye pain that worsens with movement. It often affects central vision and is most common in young women, frequently serving as a presenting sign of multiple sclerosis. The optic disc may appear normal or swollen, but this is usually limited to one eye. In contrast, this patient has bilateral disc swelling (papilledema), preserved visual acuity, and no pain, all of which are inconsistent with optic neuritis. Moreover, optic neuritis does not occur with positional headaches or signs of elevated intracranial pressure. B. Migraine Choice E: Retinal detachment presents with acute monocular vision changes, including floaters, flashes of light, and a curtain-like visual field defect, often described as something “coming down” over the eye. It is typically caused by trauma, severe myopia, or aging-related vitreous degeneration. This condition does not cause headache, papilledema, or C. Multiple sclerosis any signs of intracranial pathology. On fundoscopic exam, the retina appears elevated with folds or tears, rather than optic disc swelling. This patient’s chronic, positional, bilateral symptoms with a normal MRI are incompatible with retinal detachment. D. Optic neuritis Bottom line: E. Retinal detachment Idiopathic intracranial hypertension should be suspected in young obese women who present with headache, papilledema, and transient visual symptoms, especially when neuroimaging is normal. Pathology Neurology (Headache) None Subject System Topic"	"E. Retinal detachment Idiopathic intracranial hypertension should be suspected in young obese women who present with headache, papilledema, and transient visual symptoms, especially when neuroimaging is normal. Pathology Neurology (Headache) None Subject System Topic

The correct answer is E"	General
"Choice B: The oculomotor nerve innervates most extraocular muscles, the levator palpebrae superioris, and carries parasympathetic fibers for pupillary constriction and accommodation. Damage results in ptosis, ""down and out"" eye deviation, mydriasis, and loss of accommodation, but does not impair afferent input from the retina. An oculomotor palsy would result in visible ophthalmoplegia and anisocoria rather than visual loss and RAPD. This patient lacks findings of extraocular muscle weakness or ptosis, excluding oculomotor nerve damage. Choice C: The trochlear nerve innervates the superior oblique muscle, contributing to depression and intorsion of the adducted eye. Trochlear nerve lesions cause vertical diplopia, particularly when looking down and in, but do not affect vision, pupillary responses, or light reflex afference. Isolated trochlear nerve palsy would present with head tilt and diplopia during downgaze, not with decreased acuity and RAPD. This patient’s history and examination are incompatible with trochlear nerve involvement.
A. Damage to the abducens nerve Choice E: The trigeminal nerve provides sensory innervation to the face and cornea and motor innervation to muscles of mastication but does not transmit visual information or contribute to the afferent limb of the pupillary reflex. Damage to the trigeminal nerve may cause facial numbness or impaired corneal reflex but would not cause visual blurring B. Damage to the oculomotor nerve or a defective pupillary response as seen here. The absence of facial sensory deficits or jaw weakness further argues against trigeminal involvement. C. Damage to the trochlear nerve Bottom line: D. Inflammation of the optic nerve Optic neuritis, a hallmark of multiple sclerosis, presents as painful monocular vision loss with a relative afferent pupillary defect due to impaired afferent transmission via the optic nerve. The optic nerve is purely sensory, transmitting visual information and mediating the afferent limb of the pupillary light reflex, distinguishing it from oculomotor and E. Lesion of the trigeminal nerve other cranial nerves. Anatomy Neurology (Nerve injuries) None Subject System Topic"	"E. Lesion of the trigeminal nerve other cranial nerves. Anatomy Neurology (Nerve injuries) None Subject System Topic

The correct answer is E"	General
"Subject System Topic Researchers are conducting an animal study to investigate neural mechanisms of
A. Inferior oblique B. Inferior rectus C. Lateral rectus D. Medial rectus E. Superior oblique Wrong answer explanations: Choice A: Inferior oblique elevates the eye in the adducted position and is innervated by CN III. Dysfunction would impair upward gaze in adduction, not downward gaze. Choice B: Inferior rectus depresses the eye in the abducted position and is also innervated by CN III. It would not explain difficulty depressing the adducted eye. Choice C: Lateral rectus abducts the eye and is innervated by CN VI. A lesion would produce horizontal diplopia rather than vertical diplopia and would not affect downgaze. Choice D: Medial rectus adducts the eye and is also innervated by CN III. It plays no role in vertical movement and would not cause diplopia when looking down stairs. Bottom line: Trochlear nerve palsy impairs depression of the eye in the adducted position and presents with vertical diplopia relieved by head tilt. Anatomy Neurology (Nerve injuries) None"	"B. Inferior rectus

toxin-induced emesis"	General
"experimental group? Choice C: The dorsal motor nucleus of the vagus (DMV) provides parasympathetic output to various organs, including the heart, lungs, and GI tract. Lesions here could impair vagal tone, leading to reduced secretions, bradycardia, or motility changes, but would not abolish vomiting in response to emetogenic compounds. In this experiment, the animals retained signs of cholinergic activity, implying the DMV was not involved in the lesion. Furthermore, the DMV lies ventral to the area postrema in the medulla, not on the dorsal surface, making it anatomically inconsistent with the described lesion. It also lacks the chemosensory role and fenestrated capillaries needed to detect bloodborne toxins. Choice D: The nucleus tractus solitarius receives visceral sensory input from cranial nerves (e.g., baroreceptors, chemoreceptors, taste fibers) and contributes to autonomic regulation. While it is located in the medulla and does interact with the area postrema, it is not the primary chemoreceptor trigger zone for emesis. A lesion here would likely affect multiple autonomic reflexes, including respiratory, cardiovascular, and GI responses. In contrast, the animals in the experiment retained most autonomic features except for vomiting, making an NTS lesion unlikely. The NTS also lies more central and lateral, rather than being dorsally exposed like the area postrema. Choice E: The paraventricular nucleus (PVN) is involved in the regulation of hormone secretion, including oxytocin, vasopressin, and stress-related corticotropin-releasing hormone (CRH). It plays a role in long-term autonomic and endocrine responses to stress, not in rapid emetic reflexes. Anatomically, it is located in the anterior hypothalamus, far
A. Amygdala from the dorsal medulla near the fourth ventricle. Lesions in the PVN might alter fluid balance or stress responses but would not abolish acute vomiting due to toxin detection. Additionally, the PVN lacks the specialized blood-brain barrier properties described in the question. B. Area postrema Bottom line: C. Dorsal motor nucleus of the vagus The area postrema, located on the dorsal medulla at the caudal fourth ventricle, is the chemoreceptor trigger zone for vomiting. It lacks a typical blood-brain barrier and detects circulating toxins to initiate the emetic reflex. Lesions to this region abolish vomiting responses without affecting other parasympathetic outputs. D. Nucleus tractus solitarius Anatom Neurology (Normal structure and function of the nervous Non E. Paraventricular nucleus of the hypothalamus y system) e Subject System Topic"	"C. Dorsal motor nucleus of the vagus The area postrema, located on the dorsal medulla at the caudal fourth ventricle, is the chemoreceptor trigger zone for vomiting. It lacks a typical blood-brain barrier and detects circulating toxins to initiate the emetic reflex. Lesions to this region abolish vomiting responses without affecting other parasympathetic outputs.

The correct answer is C"	General
"Subject System Topic A 52-year-old man presents to the emergency department with sudden-onset neck pain and right upper extremity weakness that began earlier in the day while he was unloading heavy boxes at work. He reports that as he lifted a particularly heavy item, he felt a sharp, stabbing pain shoot from the base of his neck down into his right
A. C8 B. L1 C. T4 D. T10 E. T12 Wrong answer explanations: Choice A: C8 innervates the medial forearm and the ring and little fingers. Sensory loss at this level would not involve the chest or torso and would not explain this patient’s findings. C8 lesions typically affect upper extremity motor and sensory function, not thoracic dermatomes. Choice B: L1 corresponds to the inguinal region and lower abdomen. It is too caudal to explain nipple-level sensory loss and would not cause symptoms this high on the chest. Lesions at L1 may affect hip flexion or groin sensation but not thoracic-level deficits. Choice D: T10 corresponds to the umbilicus, making it far below the nipple line. Sensory loss at T10 would spare the chest entirely and involve the lower abdominal region instead. T10 is a classic landmark for localizing lower thoracic lesions but not appropriate in this clinical context. Choice E: T12 provides sensation to the suprapubic and upper thigh area, far inferior to the nipples. A lesion at T12 could affect bladder or bowel control, but would not cause loss of sensation over the chest or explain the sensory level at the nipple line. Bottom line: The T4 dermatome corresponds to the nipple line, and sensory loss in this region suggests thoracic spinal cord involvement at or above T4. In the setting of metastatic cancer, this raises concern for epidural spinal cord compression, requiring urgent evaluation and intervention. Anatomy Neurology (Spinal cord disorders) None"	"C. T4

shoulder and arm"	General
"to precede the weakness by several days, and reflexes are usually preserved. Regardless, this is a nonsense diagnosis for USMLE. Terrible answer. and hand grip strength are intact. Deep tendon reflexes are decreased in the right Choice B: Cervical spondylotic myelopathy involves spinal cord compression from degenerative changes such as disc osteophyte complexes or ligamentous thickening. It usually presents in older individuals with gradual, progressive gait instability, clumsiness of the hands, and upper motor neuron signs such as hyperreflexia, Babinski sign, or spasticity. biceps and brachioradialis. Sensory examination is normal. Which of the following is This patient lacks upper motor neuron findings and has an acute onset of radicular pain and lower motor neuron signs (reduced reflexes and weakness), which makes myelopathy less likely. Additionally, myelopathy typically affects both sides and does not cause dermatomal radiation of pain. the most likely cause of this patient's symptoms? Choice D: Radial nerve compression typically results from prolonged pressure (e.g., crutch palsy or improper arm positioning during sleep). It leads to wrist drop, finger extension weakness, and sensory loss over the dorsum of the hand. Reflexes are generally preserved, and neck pain is not a feature. Moreover, radial nerve injury does not affect elbow flexion (biceps) or the brachioradialis reflex, which are mediated by C5–C6. This patient’s symptoms localize to the nerve root, not a peripheral mononeuropathy. Choice E: Thoracic outlet syndrome results from compression of the neurovascular bundle (brachial plexus, subclavian artery/vein) as it passes between the clavicle and first rib. It often presents with vague arm pain, paresthesias, and sometimes vascular symptoms like swelling or discoloration, typically affecting the ulnar distribution (C8–T1). Reflex changes are usually absent, and symptoms are often postural or brought on by overhead activities. In contrast, this patient has a well-localized C6 radiculopathy with pain exacerbated by neck movement and coughing, making thoracic outlet syndrome unlikely.
A. Brachial neuritis Bottom line: C6 radiculopathy due to herniated disc at C5–6 causes radiating neck and shoulder pain, weakness in elbow flexion and wrist extension, and diminished biceps and brachioradialis reflexes. Acute onset after heavy lifting and exacerbation by neck movement strongly point to disc herniation as the cause. B. Cervical spondylotic myelopathy C. Herniated disc at C5–6 Pathology Neurology (Spinal cord disorders) None Subject System Topic D. Radial nerve compression in the axilla E. Thoracic outlet syndrome A 63-year-old man is brought to the emergency department by his wife due to sudden-onset involuntary movements affecting the left side of his body. The"	"D. Radial nerve compression in the axilla

symptoms began earlier in the day and have progressively worsened"	General
"Subject System Topic
A. Accessory nerve B. Axillary nerve C. Lateral pectoral nerve D. Long thoracic nerve E. Musculocutaneous nerve F. Radial nerve G. Suprascapular nerve H. Upper subscapular nerve Wrong answer explanations: Choice A: This innervates the trapezius, and its injury results in shoulder droop and difficulty elevating the scapula. It is commonly injured during neck surgeries (e.g., lymph node dissection), not by shoulder dislocation. Sensory deficits do not occur, and deltoid function is preserved. Choice C: This nerve innervates the pectoralis major, which adducts and medially rotates the arm. Injury would affect pushing movements but not abduction or lateral shoulder sensation. It is not commonly injured in trauma and does not run near the surgical neck or glenohumeral joint. Choice D: This nerve innervates the serratus anterior, and its injury leads to winged scapula. It does not affect deltoid function or shoulder contour. The sensory exam would be normal, and shoulder dislocation would not typically injure this nerve. Choice E: This nerve supplies the biceps and brachialis, responsible for elbow flexion and some forearm supination. Injury would result in weak elbow flexion and sensory loss on the lateral forearm—not the lateral shoulder. It is not injured in shoulder dislocations. Choice F: Injury causes wrist drop due to paralysis of extensors and sensory loss over the dorsum of the hand. It travels through the radial groove of the humerus and is not typically affected by anterior dislocations of the shoulder. Choice G: This nerve innervates supraspinatus and infraspinatus, affecting arm abduction initiation and external rotation. While infraspinatus helps rotate the arm externally (which may be preserved here), injury does not affect the lateral shoulder sensation or produce the visible deltoid flattening seen in axillary nerve injury. Choice H: This innervates part of the subscapularis muscle, which medially rotates the arm. Injury to this nerve alone would not explain the loss of abduction or sensory deficit in the lateral arm. It is not typically injured in shoulder trauma. Bottom line: Axillary nerve injury commonly occurs with anterior shoulder dislocation or surgical neck fractures, resulting in deltoid weakness (abduction 15–90°) and numbness over the lateral shoulder. Anatomy Neurology (Disorders of peripheral nerves and muscles) None"	"B. Axillary nerve

The correct answer is B"	General
"Choice C: The radial nerve innervates the extensor muscles of the forearm and wrist and is most commonly injured in midshaft humerus fractures. It presents with wrist drop, finger extension weakness, and sensory loss over the dorsum of the hand. This patient has none of these findings—his hand strength is intact and there is no mention of dorsal hand numbness. Furthermore, the primary motor deficit involves shoulder abduction, which is not controlled by the radial nerve. While label C accurately identifies the radial nerve, it is not implicated in this case. Choice D: The median nerve controls thumb opposition, wrist flexion, and forearm pronation, with sensory distribution in the lateral palm and digits 1–3. It is not responsible for shoulder movement and has no cutaneous branches to the upper arm. This patient has no difficulty with hand function or sensation in the median nerve territory. There are also no signs of carpal tunnel or pronator syndrome. Label D correctly marks the median nerve, but its function does not correspond to this presentation. Choice E: The ulnar nerve supplies most intrinsic hand muscles and provides sensation to the medial hand and digits 4–5. Injury results in grip weakness, claw hand deformities, and numbness of the pinky and half of the ring finger. These findings are absent in this patient, who has no hand weakness or sensory loss in the ulnar distribution. The motor
A. A deficit involves shoulder abduction, which the ulnar nerve does not control. Label E, identifying the ulnar nerve, is anatomically correct but irrelevant to the symptoms described. B. B C. C D. D Bottom line: E. E The axillary nerve (label B) innervates the deltoid muscle (abduction 15–90°) and provides sensation over the lateral upper arm. Injury causes shoulder abduction weakness, flattened deltoid contour, and numbness over the deltoid region. Palsy caused by surgical neck of humerus fracture. Anatomy Neurology (Disorders of peripheral nerves and muscles) None Subject System Topic"	"A. A deficit involves shoulder abduction, which the ulnar nerve does not control. Label E, identifying the ulnar nerve, is anatomically correct but irrelevant to the symptoms described.

The correct answer is A"	General
"tenderness or swelling is noted, and reflexes are symmetric. There is no thigh or hip Choice C: The lateral femoral cutaneous nerve is a purely sensory nerve that supplies the anterolateral thigh and does not innervate any muscles. It plays no role in dorsiflexion, eversion, or any motor function of the leg or foot. Injury to this nerve, as seen in meralgia paresthetica, causes burning or tingling pain over the lateral thigh, typically due to weakness. Passive range of motion at the ankle is full and pain-free. Which of the compression under the inguinal ligament. This patient's complaint is a motor deficit (foot drop) with a gait abnormality, and no sensory symptoms were reported. following nerves is most likely injured in this patient? Choice D: The superficial peroneal nerve innervates the lateral compartment of the leg, enabling foot eversion but not dorsiflexion, which is mediated by the deep peroneal nerve. Injury to the superficial branch typically causes isolated eversion weakness, while dorsiflexion remains intact and gait is usually unaffected. In this case, the patient presents
A. Deep peroneal (fibular) nerve with a classic foot drop and high-steppage gait, indicating a deficit in dorsiflexion without eversion loss. This pattern localizes the injury specifically to the deep peroneal nerve, not the superficial branch. Additionally, the clinical scenario lacks any mention of lateral leg or dorsal foot sensory loss, which would be expected in superficial peroneal B. Femoral nerve involvement. The presence of normal eversion on exam essentially rules out superficial nerve injury. C. Lateral femoral cutaneous nerve Choice E: The tibial nerve innervates the posterior compartment, responsible for plantarflexion and inversion. A tibial nerve injury would lead to difficulty pushing off with the foot or standing on the toes, neither of which are reported. Additionally, this nerve does not innervate the dorsiflexors or evertors of the foot. Since the patient’s plantarflexion is D. Superficial peroneal (fibular) nerve intact and the deficit lies in dorsiflexion, the tibial nerve is not involved. The clinical picture points away from a posterior leg issue. E. Tibial nerve Bottom line: The deep peroneal nerve innervates the anterior compartment, responsible for foot dorsiflexion. Injury causes foot drop with preserved eversion, leading to a high-steppage gait. Anatomy Neurology (Disorders of peripheral nerves and muscles) None Subject System Topic A group of neuroscience researchers is conducting an experiment on thoracic"	"C. Lateral femoral cutaneous nerve Choice E: The tibial nerve innervates the posterior compartment, responsible for plantarflexion and inversion. A tibial nerve injury would lead to difficulty pushing off with the foot or standing on the toes, neither of which are reported. Additionally, this nerve does not innervate the dorsiflexors or evertors of the foot. Since the patient’s plantarflexion is

somatosensory pain perception"	General
